2.3172,2.2598
2.2443,-2.0583
2.9419,2.2443
2.9655,2.9419
2.9655,-2.1149
-1.8609,-2.2806
-1.6744,-2.1149
-2.1016,-2.2173
2.4903,-2.3334
2.6857,-2.7232
-0.67143,-2.1314
-1.372,-1.9543
-0.6184,-1.0769
-0.37509,-0.41929
2.2443,-2.3338
2.265,-2.3338
2.2443,2.169
2.2751,2.246
2.6157,2.265
2.4078,2.2498
2.8141,2.5016
2.5016,2.3172
2.5016,2.2598
2.2291,2.1748
2.7059,2.1766
2.5226,2.3572
2.9185,2.3572
3.1353,2.596
2.9185,-1.5635
3.0048,-1.7512
3.1353,-0.48386
-0.39104,-1.7512
-0.42511,-1.7535
-0.39104,-0.94395
-0.47699,-0.64564
-0.47699,-1.7494
2.2665,-0.66485
2.4565,-0.66485
2.9721,-1.3871
2.9419,-1.6246
2.9655,-1.6246
2.9721,-0.63918
-0.63918,-2.9952
-0.48375,-0.84583
-0.78594,-2.9952
-0.78594,-2.083
-0.35026,-2.1269
-0.31355,-1.8609
-0.31355,-2.1016
-0.27137,-1.9134
0.10325,-0.22815
-0.27476,-2.2173
-0.25372,-2.3604
0.10325,0.037431
-0.18484,-3.087
-0.068109,-3.087
2.6857,0.16733
-0.046577,-2.6769
0.49218,0.28663
0.60443,0.46804
2.6448,-2.7232
2.5339,0.60443
2.6448,-0.67143
-0.67792,-1.5503
-0.21794,-2.0706
-0.84609,-1.3452
-0.67792,-2.0326
-0.84609,-1.9613
-1.0829,-1.9543
-1.039,-1.372
-0.62849,-1.7944
-0.44492,-0.72093
-0.44492,-2.4818
-0.35016,-2.4084
-0.56102,-0.80707
-0.43611,-0.56102
-0.39788,-0.56102
-0.48068,-0.79699
3.0846,2.1177
2.2154,2.1662
2.246,2.1274
2.6157,2.2127
2.3603,2.246
2.5016,2.3603
2.2478,2.2443
2.3797,2.2443
2.3603,2.2701
2.2291,1.8724
2.596,2.2443
2.4551,1.1852
2.916,-0.096368
-0.11683,-2.7108
3.0048,-0.39104
-0.39104,-3.0129
-0.26766,-0.43394
-0.35662,-0.43394
-0.35662,-0.47699
-0.42511,-1.0455
-0.42702,-1.0928
-0.54696,-0.94395
-0.5889,-1.7494
-0.5889,-1.9238
-1.3871,-1.6246
2.4565,-0.87549
-0.5113,-1.6246
2.9655,-0.31591
-0.29568,-0.72468
-0.17757,-0.48375
-0.76571,-0.84451
-0.17757,-0.84583
-0.12171,-0.76368
-0.4587,-0.78594
-0.078673,-0.14075
-0.03006,-0.29537
0.010193,-0.14075
0.023063,-0.24295
-0.27476,-0.31355
0.023063,0.0021514
0.085651,-2.2173
0.060705,0.047561
-0.18484,-0.25372
0.094563,0.047561
0.087908,0.037431
0.067691,0.041588
0.087908,0.067805
0.048232,-3.1361
0.020112,-2.6769
0.46804,0.23268
2.4521,0.037122
2.2361,0.29661
0.60443,-0.12312
2.7634,-0.21794
-0.10066,-0.69528
2.2412,-0.45742
-0.30395,-2.0706
-0.28327,-1.0017
-0.45742,-1.0017
-0.50558,-1.1807
-0.62048,-0.94341
-0.9749,-1.0276
-0.65967,-1.1617
-1.1617,-1.2579
-0.98367,-1.8808
-1.0232,-1.0514
-1.0232,-1.7889
-0.97747,-1.679
-1.0514,-2.4818
-0.72093,-2.4818
-0.35885,-0.72093
-0.44068,-2.4084
-0.65108,-0.8148
-0.55094,-0.56102
-0.411,-0.50818
-0.32136,-0.65326
-0.48068,-0.55155
-0.58434,-0.60036
2.3381,2.1662
2.1716,-2.7773
2.2443,2.2127
2.6157,2.2443
2.5016,2.2443
2.3485,2.2443
2.4116,2.3485
2.4162,2.2443
2.1748,1.8724
2.4765,1.8724
2.9185,2.0925
2.6581,0.14616
0.80789,-0.11683
3.1012,-0.24159
2.9185,-0.35196
3.1353,-0.60641
-0.35196,-0.42618
-0.090097,-0.35662
-0.25554,-0.42511
-0.29785,-0.66485
-0.49971,-0.60806
-0.4578,-0.75131
-0.64564,-0.84253
-0.23436,-1.9703
-0.59042,-1.3871
-0.87549,-1.3871
-0.87549,-1.4601
-0.059311,-1.6978
-0.059311,-0.62769
-0.063723,-0.62769
-0.1867,-0.72468
-0.17757,-0.24473
-0.21276,-0.84451
-0.084419,-0.84451
-0.085244,-0.76368
-0.084419,-0.35026
-0.054568,-0.35026
-0.054568,-0.20942
-0.011267,-0.20942
0.041267,0.010193
0.047714,-0.27476
0.12932,0.041267
0.0793,-0.18484
0.10987,-0.13042
0.12932,0.087908
0.10564,-0.068109
0.048232,-0.05748
0.020112,-0.046577
-0.046577,-0.07091
0.23268,0.035624
0.16733,0.10926
2.5339,0.11149
2.6448,0.0037867
2.7634,-0.10066
0.0037867,-0.40803
-0.12312,-0.34537
-0.21794,-0.42947
-0.30395,-0.92977
-0.45742,-0.60008
-0.42004,-1.0829
-0.74825,-1.1807
-0.68138,-1.0225
-0.5405,-1.0225
-0.82682,-1.0225
-0.62048,-1.8808
-0.62822,-0.74295
-1.0514,-1.9672
-1.0514,-1.7598
-1.2162,-1.7889
-1.7598,-2.4818
-0.8148,-1.367
-0.43611,-1.2189
-0.55094,-0.80707
-0.32225,-1.4239
-0.32136,-0.35885
-0.3017,-1.4908
-0.50818,-0.58434
-0.50818,-1.5635
-0.54366,-1.3275
2.3232,2.1274
2.441,2.169
2.2443,2.2443
2.2478,-2.7773
2.2443,2.2443
2.6157,0.10124
2.2478,0.10761
2.5016,0.0082852
2.2443,0.12194
2.2701,-0.10827
2.2443,-0.21325
2.2443,-0.38318
0.026194,-0.21325
0.80789,-0.59036
0.14616,-0.32072
-0.11683,-0.63259
-0.26766,-0.59036
-0.26766,-0.63259
-0.24891,-0.60641
-0.42702,-0.60641
-0.35662,-0.71731
-0.35662,-0.45112
-0.42702,-1.5242
-0.5889,-0.84253
-0.75131,-0.80411
-0.13601,-0.4174
-0.13601,-0.84473
-0.015126,-1.6246
-0.015126,-0.5113
-0.1867,-0.29568
-0.1867,-0.24473
-0.21276,-0.3159
-0.12494,-0.24473
-0.084419,-0.21276
-0.085244,-0.12171
-0.03006,-0.12494
-0.03006,-0.085244
-0.079956,-0.20942
0.064805,-0.054568
0.064805,-0.011267
0.034977,0.023063
0.10987,0.047714
0.080014,-0.25372
0.15179,0.091359
0.15179,0.094563
0.12932,0.10318
0.19851,-0.05748
0.11052,-0.042983
-0.0062621,-0.05748
0.035624,-0.013636
0.16733,0.076371
0.10926,-0.042983
0.044067,0.037122
0.03241,0.0037867
0.23268,-0.034513
0.0028404,-0.10066
0.0037867,-0.25684
-0.21794,-0.31908
-0.28327,-0.39213
-0.28786,-0.50558
-0.58198,-0.84609
-0.58031,-0.60008
-0.58031,-0.69575
-0.74203,-1.0225
-0.68138,-0.82682
-0.65967,-2.7315
-0.62822,-1.2867
-1.039,-2.2784
-1.0875,-1.8808
-1.367,-1.7889
-0.83337,-1.7598
-0.7894,-1.2162
-0.44068,-1.5233
-0.54162,-0.55094
-0.44068,-1.5683
-1.4239,-1.5158
-0.31908,-1.5683
-0.31908,-0.55155
-0.43379,-0.54366
-0.58434,-2.2818
-1.5635,-2.2818
2.0989,-1.2168
1.9685,-1.1671
-2.5589,-2.7773
1.9685,-0.0010402
2.2443,-0.0010402
2.3045,0.0082852
2.4162,-0.35098
2.2589,-0.055778
1.1852,0.030241
0.80789,-0.48423
-0.21325,-0.54055
0.14616,-0.51166
-0.54055,-0.6201
-0.59036,-0.63259
-0.32072,-0.59135
-0.25554,-0.58766
-0.32072,-0.71076
-0.60641,-0.76053
-0.37724,-0.71076
-0.60806,-0.71076
-0.71731,-0.84253
-0.45112,-0.54696
-0.45112,-1.1009
-0.26467,-0.80411
0.20614,-0.60682
-0.31591,-0.41067
-0.015126,-0.31591
-0.03178,-0.35621
0.0044837,-0.12342
-0.063723,-0.12494
-0.14007,-0.21276
-0.13898,-0.2506
-0.091194,-0.14785
0.0027147,-0.14785
-0.054568,-0.079956
0.010193,-0.14953
0.047714,-0.090222
0.016334,-0.055939
0.060705,-0.068458
0.15941,0.047714
0.15941,0.085651
0.18071,0.0793
0.17485,0.15179
0.18071,0.10564
0.10564,0.00533
0.11534,-0.07091
0.078194,0.026454
0.078194,-0.048287
0.037122,8.7245e-05
0.037122,-0.045839
0.17574,-0.0034959
0.10926,0.013639
0.013639,0.0037867
0.010519,-0.28786
-0.22998,-0.28327
-0.22998,-0.45742
-0.30395,-0.42711
-0.28786,-0.74825
-0.42711,-0.68138
-0.54971,-1.9949
-0.5405,-0.74203
-0.74825,-2.4836
-2.4836,-2.7959
-1.2867,-2.7833
-0.65967,-0.75878
-1.0875,-2.4836
-1.1314,-1.9672
-1.4073,-1.9672
-1.4073,-1.7598
-0.7894,-1.367
-0.56271,-0.83337
-1.4073,-1.4908
-0.39788,-0.81653
-0.55094,-0.68569
-0.58237,-1.4908
-0.43379,-0.54669
-0.32136,-2.8075
-0.1949,-1.5635
2.1353,-1.1389
2.3232,0.06866
-1.2168,-2.5589
-0.22698,-2.5589
2.2443,0.089707
-0.14083,-2.5589
0.6139,-0.27013
0.12194,-0.27013
0.10761,-0.25557
1.8724,-0.28077
0.0082852,-0.29365
-0.35098,-0.54055
-0.13778,-0.4857
-0.29365,-0.51166
-0.29777,-0.6395
-0.59036,-0.7595
-0.58131,-0.7695
-0.6201,-0.93223
-0.60641,-0.93223
-0.58131,-1.1227
-0.45112,-0.54889
-0.15236,-0.64542
-0.26467,-0.76395
-0.18193,-0.75131
-0.15236,-1.5242
0.26133,-0.23436
-0.41067,-1.4958
-0.24019,-1.0705
0.32765,-0.13601
0.27623,-0.059311
-0.015126,-0.14905
-0.063723,-0.11583
-0.11583,-0.12494
-0.12342,-0.22643
-0.12494,-0.22643
-0.080758,-0.19469
-0.085244,-0.12022
-0.080758,-0.12022
-0.068458,-0.080758
0.023833,-0.090222
-0.054985,-0.14481
0.15941,-0.028436
0.15941,0.023833
0.075437,-0.024623
0.17485,-0.044931
0.10318,-0.024623
0.18071,0.00533
0.10318,0.018319
0.018319,-0.018233
0.0046874,-0.048287
